0001,0002,0.0018418,0.00617176,0.0850125
0001,0003,0.0454852,0.0145601,0.0919524
0001,0004,0.0199671,0.0031037,0.0658217
0001,0005,0.0380211,0.0300725,0.0927131
0001,0006,0.0270319,0.0301267,0.120445
0001,0007,0.00372864,0.0187992,0.1333
0001,0008,0.0474918,0.00369484,0.169832
0001,0009,0.0249419,0.0147585,0.161882
0001,0010,0.0373241,0.0104223,0.175081
0001,0011,0.0234352,0.0220961,0.174248
0001,0012,0.0428164,0.0582574,0.144582
0001,0013,0.0920287,0.0915058,0.204546
0001,0014,0.0831119,0.0857219,0.197498
0001,0015,0.0691235,0.0857542,0.227306
0001,0016,0.0727326,0.0815169,0.190473
0001,0017,0.136247,0.10907,0.147227
0001,0018,0.216435,0.146316,0.125203
0001,0019,0.202624,0.121141,0.14106
0001,0020,0.235139,0.1406,0.197202
0001,0021,0.199599,0.112456,0.155903
0001,0022,0.213699,0.123672,0.133687
0001,0023,0.226852,0.130347,0.141759
0001,0024,0.278202,0.155088,0.149795
0001,0025,0.287747,0.163228,0.187116
0001,0026,0.337132,0.203273,0.263367
0001,0027,0.532222,0.32743,0.33463
0001,0028,0.156298,0.120918,0.260622
0001,0029,0.173278,0.109985,0.193942
0001,0030,0.162637,0.0995681,0.199712
0001,0031,0.138461,0.085882,0.253843
