0001,0002,0.00037097,0.00546095,0.0902413
0001,0003,0.0429145,0.0135678,0.098743
0001,0004,0.0258491,0.00797812,0.0689737
0001,0005,0.0424791,0.0321565,0.0945779
0001,0006,0.0316866,0.031159,0.126963
0001,0007,0.00430607,0.0225723,0.138222
0001,0008,0.0327175,0.000535788,0.161275
0001,0009,0.0257938,0.0166128,0.165303
0001,0010,0.0327195,0.0148088,0.177231
0001,0011,0.00171231,0.0301785,0.158804
0001,0012,0.0475354,0.0603767,0.134929
0001,0013,0.094954,0.0910553,0.195597
0001,0014,0.0829382,0.0791379,0.173449
0001,0015,0.0633353,0.0723623,0.185556
0001,0016,0.0929027,0.087571,0.162101
0001,0017,0.142581,0.106932,0.130756
0001,0018,0.207555,0.138005,0.0998876
0001,0019,0.277635,0.182405,0.248949
0001,0020,0.29767,0.202061,0.338151
0001,0021,0.201652,0.109151,0.134384
0001,0022,0.224473,0.128746,0.129733
0001,0023,0.275089,0.183799,0.268997
0001,0024,0.31132,0.226005,0.406053
0001,0025,0.313525,0.233653,0.460023
0001,0026,0.335324,0.238299,0.420807
0001,0027,0.457314,0.292233,0.314092
0001,0028,0.173094,0.133911,0.268181
0001,0029,0.0310673,0.100164,0.382807
0001,0030,0.129964,0.132993,0.315541
0001,0031,0.092445,0.120736,0.411618
0001,0032,0.0978295,0.0796627,0.449913
0001,0033,0.059721,0.0917599,0.354151
0001,0034,0.0821938,0.0800454,0.330046
0001,0035,0.0879486,0.0515958,0.329948
0001,0036,0.0215943,0.126971,0.368322
0001,0037,0.0909997,0.177672,0.386571
0001,0038,0.0736253,0.0907712,0.435909
0001,0039,0.163306,0.0367073,0.389517
0001,0040,0.135278,0.0596149,0.409145
0001,0041,0.105488,0.0875057,0.428234
0001,0042,0.0499733,0.121699,0.392286
0001,0043,0.0957143,0.0995585,0.535251
0001,0044,0.105699,0.0767206,0.499461
0001,0045,0.0702816,0.154856,0.449124
0001,0046,0.20095,0.204043,0.487601
0001,0047,0.477481,0.260435,0.485682
0001,0048,0.753944,0.31666,0.483763
0001,0049,0.598636,0.55538,0.906833
0001,0050,0.426059,0.81067,1.17206
0001,0051,0.32273,1.31479,1.48645
0001,0052,0.0466868,1.37183,1.48483
0001,0053,0.432174,1.72763,1.904
0001,0054,1.01058,2.14255,2.20967
0001,0055,1.08405,2.36141,2.35274
0001,0056,1.53596,2.78392,2.61178
0001,0057,2.07458,3.17258,2.77537
0001,0058,2.09527,3.31345,2.88501
0001,0059,1.81823,3.37128,2.88244
0001,0060,2.41933,3.89445,3.35298
0001,0061,2.58017,4.18482,3.5047
